sku,date,quantity,is_promotional,region
SKU-C,2026-06-05,216.7,False,default
SKU-A,2026-06-06,60.3,False,default
SKU-B,2026-06-06,51.9,False,default
SKU-C,2026-06-06,85.8,False,default
SKU-A,2026-06-07,43.9,False,default
SKU-B,2026-06-07,9.3,False,default
SKU-C,2026-06-07,76.1,False,default
SKU-A,2026-06-08,166.5,False,default
SKU-B,2026-06-08,120.7,False,default
SKU-C,2026-06-08,510.1,True,default
SKU-A,2026-06-09,174.8,False,default
SKU-B,2026-06-09,121.1,False,default
SKU-C,2026-06-09,501.7,True,default
SKU-A,2026-06-10,177.5,False,default
SKU-B,2026-06-10,105.4,False,default
SKU-C,2026-06-10,446.8,True,default
SKU-A,2026-06-11,191.1,False,default
SKU-B,2026-06-11,100.0,False,default
SKU-C,2026-06-11,498.9,True,default
SKU-A,2026-06-12,163.5,False,default
SKU-B,2026-06-12,111.0,False,default
SKU-C,2026-06-12,439.9,True,default
SKU-A,2026-06-13,69.6,False,default
SKU-B,2026-06-13,53.7,False,default
SKU-C,2026-06-13,207.5,True,default
SKU-A,2026-06-14,42.1,False,default
SKU-B,2026-06-14,27.9,False,default
SKU-C,2026-06-14,61.3,True,default
SKU-A,2026-06-15,198.2,False,default
SKU-B,2026-06-15,122.3,False,default
SKU-C,2026-06-15,473.4,True,default
SKU-A,2026-06-16,183.4,False,default
SKU-B,2026-06-16,116.0,False,default
SKU-C,2026-06-16,496.0,True,default
SKU-A,2026-06-17,192.2,False,default
SKU-B,2026-06-17,130.8,False,default
SKU-C,2026-06-17,526.9,True,default
SKU-A,2026-06-18,167.8,False,default
SKU-B,2026-06-18,122.8,False,default
SKU-C,2026-06-18,533.6,True,default
SKU-A,2026-06-19,174.7,False,default
SKU-B,2026-06-19,115.9,False,default
SKU-C,2026-06-19,501.0,True,default
SKU-A,2026-06-20,90.5,False,default
SKU-B,2026-06-20,49.2,False,default
SKU-C,2026-06-20,226.6,True,default
SKU-A,2026-06-21,39.8,False,default
SKU-B,2026-06-21,23.6,False,default
SKU-C,2026-06-21,91.5,True,default
SKU-A,2026-06-22,211.6,False,default
SKU-B,2026-06-22,108.8,False,default
SKU-C,2026-06-22,540.2,True,default
SKU-A,2026-06-23,195.8,False,default
SKU-B,2026-06-23,103.1,False,default
SKU-C,2026-06-23,511.4,True,default
SKU-A,2026-06-24,156.9,False,default
SKU-B,2026-06-24,123.4,False,default
SKU-C,2026-06-24,524.7,True,default
SKU-A,2026-06-25,179.7,False,default
SKU-B,2026-06-25,118.4,False,default
SKU-C,2026-06-25,551.7,True,default
SKU-A,2026-06-26,162.2,False,default
SKU-B,2026-06-26,94.9,False,default
SKU-C,2026-06-26,489.8,True,default
SKU-A,2026-06-27,104.9,False,default
SKU-B,2026-06-27,47.0,False,default
SKU-C,2026-06-27,226.6,True,default
SKU-A,2026-06-28,57.9,False,default
SKU-B,2026-06-28,16.0,False,default
SKU-C,2026-06-28,88.6,True,default
SKU-A,2026-06-29,207.4,False,default
SKU-B,2026-06-29,134.3,False,default
SKU-C,2026-06-29,293.9,False,default
SKU-A,2026-06-30,175.8,False,default
SKU-B,2026-06-30,137.3,False,default
SKU-C,2026-06-30,266.6,False,default
